show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,year_added,month_added,duration_minutes,num_seasons,primary_genre
s3671,TV Show,Silent Journey,Director 266,"Actor 611, Actor 833",Canada,2020-04-07,2020,TV-G,2 Season,"Comedies, Crime TV Shows",A gripping story that unfolds over time.,2020,April,,2.0,Comedies
s3672,Movie,Golden Legacy,Not Given,"Actor 930, Actor 367",United States,2025-10-08,2025,PG-13,157 min,"Anime Series, Kids' TV",A gripping story that unfolds over time.,2025,October,157.0,,Anime Series
s3673,Movie,Lost Dreams,Not Given,"Actor 702, Actor 993",India,2002-08-20,2001,TV-G,148 min,"Dramas, Children & Family Movies",A gripping story that unfolds over time.,2002,August,148.0,,Dramas
s3674,Movie,Forgotten Heist,Not Given,"Actor 483, Actor 666",Spain,2018-12-06,2016,R,95 min,"Action & Adventure, Sci-Fi & Fantasy",A gripping story that unfolds over time.,2018,December,95.0,,Action & Adventure
s3675,TV Show,Golden Kingdom,Director 359,"Actor 244, Actor 692",United States,2013-02-02,2012,TV-Y7,2 Seasons,"International Movies, Sci-Fi & Fantasy",A gripping story that unfolds over time.,2013,February,,2.0,International Movies
s3676,Movie,Golden Storm,Director 135,"Actor 110, Actor 198",Germany,2016-04-09,2015,TV-G,117 min,Children & Family Movies,A gripping story that unfolds over time.,2016,April,117.0,,Children & Family Movies
s3677,Movie,Final Shadows,Director 13,"Actor 44, Actor 748",France,2016-03-01,2016,PG-13,148 min,"Kids' TV, Reality TV",A gripping story that unfolds over time.,2016,March,148.0,,Kids' TV
s3678,Movie,Rising Signal,Director 11,"Actor 284, Actor 744",Germany,2025-03-20,2022,TV-G,152 min,"Reality TV, Children & Family Movies",A gripping story that unfolds over time.,2025,March,152.0,,Reality TV
s3679,Movie,Lost Chronicles,Director 210,"Actor 436, Actor 538",Spain,2014-08-19,2013,R,120 min,Thrillers,A gripping story that unfolds over time.,2014,August,120.0,,Thrillers
s3680,Movie,Wild Empire,Director 225,"Actor 47, Actor 499",Mexico,2019-10-08,2019,PG,126 min,Comedies,A gripping story that unfolds over time.,2019,October,126.0,,Comedies
s3681,TV Show,Secret Journey,Director 424,"Actor 829, Actor 51",Canada,2019-08-09,2016,TV-PG,6 Seasons,International Movies,A gripping story that unfolds over time.,2019,August,,6.0,International Movies
s3682,Movie,Hidden Legacy,Director 280,"Actor 7, Actor 540",United States,2026-12-22,2025,R,98 min,"Action & Adventure, Anime Series",A gripping story that unfolds over time.,2026,December,98.0,,Action & Adventure
s3683,Movie,Secret Horizon,Director 326,"Actor 723, Actor 760",United States,2001-10-14,2000,TV-PG,117 min,"Action & Adventure, Romantic Movies",A gripping story that unfolds over time.,2001,October,117.0,,Action & Adventure
s3684,TV Show,Final Heist,Director 151,"Actor 434, Actor 174",United States,2026-05-09,2025,PG,7 Seasons,"Anime Series, Romantic Movies",A gripping story that unfolds over time.,2026,May,,7.0,Anime Series
s3685,Movie,Secret Storm,Director 178,"Actor 598, Actor 508",Germany,2025-08-17,2022,PG-13,111 min,"Kids' TV, International Movies",A gripping story that unfolds over time.,2025,August,111.0,,Kids' TV
s3686,TV Show,Forgotten Heist,Director 29,"Actor 712, Actor 843",Australia,2016-01-24,2014,TV-G,3 Seasons,Comedies,A gripping story that unfolds over time.,2016,January,,3.0,Comedies
s3687,TV Show,Secret City,Director 206,"Actor 716, Actor 29",Mexico,2025-09-16,2024,PG-13,6 Season,Documentaries,A gripping story that unfolds over time.,2025,September,,6.0,Documentaries
s3688,Movie,Rising Dreams,Director 67,"Actor 100, Actor 477",Australia,2022-08-13,2022,PG-13,103 min,"Children & Family Movies, Horror Movies",A gripping story that unfolds over time.,2022,August,103.0,,Children & Family Movies
s3689,Movie,Secret Kingdom,Director 58,"Actor 309, Actor 921",Germany,2018-07-13,2015,R,84 min,Crime TV Shows,A gripping story that unfolds over time.,2018,July,84.0,,Crime TV Shows
s3690,Movie,Dark Empire,Director 146,"Actor 267, Actor 222",Mexico,2004-03-23,2004,TV-G,94 min,"Thrillers, International Movies",A gripping story that unfolds over time.,2004,March,94.0,,Thrillers
s3691,Movie,Wild Journey,Director 199,"Actor 163, Actor 292",United States,2005-09-14,2004,TV-MA,70 min,International Movies,A gripping story that unfolds over time.,2005,September,70.0,,International Movies
s3692,TV Show,Final Journey,Not Given,"Actor 342, Actor 983",Canada,2016-06-08,2014,R,3 Seasons,Action & Adventure,A gripping story that unfolds over time.,2016,June,,3.0,Action & Adventure
s3693,Movie,Hidden Legacy,Director 135,"Actor 315, Actor 728",Mexico,2026-02-24,2025,TV-14,102 min,Romantic Movies,A gripping story that unfolds over time.,2026,February,102.0,,Romantic Movies
s3694,TV Show,Final Empire,Director 351,"Actor 111, Actor 604",United States,2008-09-03,2008,PG,8 Seasons,International Movies,A gripping story that unfolds over time.,2008,September,,8.0,International Movies
s3695,Movie,Dark Heist,Director 448,"Actor 935, Actor 263",United States,2017-07-25,2017,TV-MA,91 min,"Reality TV, Comedies",A gripping story that unfolds over time.,2017,July,91.0,,Reality TV
s3696,TV Show,Silent Storm,Director 343,"Actor 769, Actor 499",India,2021-06-12,2019,TV-Y7,8 Seasons,"Reality TV, Dramas",A gripping story that unfolds over time.,2021,June,,8.0,Reality TV
s3697,Movie,Forgotten Empire,Director 458,"Actor 990, Actor 735",Nigeria,2012-09-24,2012,PG-13,104 min,"Sci-Fi & Fantasy, Reality TV",A gripping story that unfolds over time.,2012,September,104.0,,Sci-Fi & Fantasy
s3698,Movie,Lost Heist,Director 397,"Actor 504, Actor 176",India,2001-12-06,2001,R,86 min,"Sci-Fi & Fantasy, Kids' TV",A gripping story that unfolds over time.,2001,December,86.0,,Sci-Fi & Fantasy
s3699,Movie,Final Kingdom,Not Given,"Actor 423, Actor 190",India,2023-01-09,2021,TV-MA,88 min,Sci-Fi & Fantasy,A gripping story that unfolds over time.,2023,January,88.0,,Sci-Fi & Fantasy
s3700,Movie,Golden Empire,Director 102,"Actor 319, Actor 673",United Kingdom,2012-02-13,2010,R,111 min,"Crime TV Shows, Sci-Fi & Fantasy",A gripping story that unfolds over time.,2012,February,111.0,,Crime TV Shows
s3701,TV Show,Golden Heist,Not Given,"Actor 983, Actor 457",United States,2014-08-19,2011,TV-PG,2 Seasons,"Reality TV, Kids' TV",A gripping story that unfolds over time.,2014,August,,2.0,Reality TV
s3702,TV Show,Dark Legacy,Director 121,"Actor 50, Actor 521",South Korea,2000-08-12,2000,R,3 Seasons,"Anime Series, Romantic Movies",A gripping story that unfolds over time.,2000,August,,3.0,Anime Series
s3703,Movie,Silent Chronicles,Not Given,"Actor 768, Actor 55",Canada,2018-05-19,2015,TV-G,89 min,Reality TV,A gripping story that unfolds over time.,2018,May,89.0,,Reality TV
s3704,Movie,Final Kingdom,Not Given,"Actor 67, Actor 225",Germany,2017-03-20,2016,TV-PG,109 min,Dramas,A gripping story that unfolds over time.,2017,March,109.0,,Dramas
s3705,Movie,Forgotten Empire,Not Given,"Actor 692, Actor 926",United States,2024-06-03,2024,TV-14,75 min,Documentaries,A gripping story that unfolds over time.,2024,June,75.0,,Documentaries
s3706,Movie,Final Kingdom,Not Given,"Actor 992, Actor 905",United States,2020-05-16,2018,TV-Y7,102 min,"Romantic Movies, Stand-Up Comedy",A gripping story that unfolds over time.,2020,May,102.0,,Romantic Movies
s3707,Movie,Wild Kingdom,Director 342,"Actor 180, Actor 657",United Kingdom,2019-12-19,2017,TV-G,96 min,"Sci-Fi & Fantasy, Stand-Up Comedy",A gripping story that unfolds over time.,2019,December,96.0,,Sci-Fi & Fantasy
s3708,TV Show,Last Chronicles,Director 477,"Actor 731, Actor 699",United Kingdom,2021-09-15,2020,TV-14,5 Seasons,"Comedies, Horror Movies",A gripping story that unfolds over time.,2021,September,,5.0,Comedies
s3709,Movie,Endless City,Not Given,"Actor 815, Actor 124",Japan,2015-12-11,2015,TV-Y7,99 min,Thrillers,A gripping story that unfolds over time.,2015,December,99.0,,Thrillers
s3710,Movie,Broken Storm,Director 304,"Actor 55, Actor 33",Brazil,2011-12-01,2008,TV-MA,80 min,Reality TV,A gripping story that unfolds over time.,2011,December,80.0,,Reality TV
s3711,Movie,Silent Horizon,Director 114,"Actor 242, Actor 24",Brazil,2026-01-19,2024,R,164 min,"Comedies, Action & Adventure",A gripping story that unfolds over time.,2026,January,164.0,,Comedies
s3712,Movie,Golden Legacy,Director 190,"Actor 385, Actor 714",United States,2011-09-15,2011,PG,143 min,Romantic Movies,A gripping story that unfolds over time.,2011,September,143.0,,Romantic Movies
s3713,Movie,Wild Legacy,Not Given,"Actor 179, Actor 753",Australia,2003-05-19,2000,TV-MA,92 min,Crime TV Shows,A gripping story that unfolds over time.,2003,May,92.0,,Crime TV Shows
s3714,Movie,Dark Heist,Director 400,"Actor 194, Actor 458",Germany,2018-05-04,2015,R,165 min,Documentaries,A gripping story that unfolds over time.,2018,May,165.0,,Documentaries
s3715,Movie,Endless Empire,Not Given,"Actor 409, Actor 1",Nigeria,2018-02-09,2017,TV-PG,104 min,Crime TV Shows,A gripping story that unfolds over time.,2018,February,104.0,,Crime TV Shows
s3716,TV Show,Dark Empire,Director 108,"Actor 110, Actor 294",United States,2012-10-16,2012,TV-PG,1 Seasons,Comedies,A gripping story that unfolds over time.,2012,October,,1.0,Comedies
s3717,Movie,Broken City,Not Given,"Actor 28, Actor 627",United Kingdom,2026-06-20,2024,PG-13,74 min,Thrillers,A gripping story that unfolds over time.,2026,June,74.0,,Thrillers
s3718,TV Show,Forgotten Shadows,Director 332,"Actor 580, Actor 785",United States,2018-01-21,2015,TV-MA,4 Seasons,"Thrillers, Romantic Movies",A gripping story that unfolds over time.,2018,January,,4.0,Thrillers
s3719,Movie,Wild Shadows,Director 446,"Actor 52, Actor 757",India,2026-01-18,2023,PG,143 min,"Sci-Fi & Fantasy, Reality TV",A gripping story that unfolds over time.,2026,January,143.0,,Sci-Fi & Fantasy
s3720,Movie,Broken Kingdom,Director 202,"Actor 24, Actor 809",United States,2014-03-01,2011,PG,79 min,Dramas,A gripping story that unfolds over time.,2014,March,79.0,,Dramas
s3721,Movie,Golden Heist,Director 28,"Actor 285, Actor 144",South Korea,2026-01-01,2024,TV-G,166 min,"Comedies, Action & Adventure",A gripping story that unfolds over time.,2026,January,166.0,,Comedies
s3722,TV Show,Last Empire,Director 249,"Actor 328, Actor 215",United States,2026-02-01,2024,TV-MA,1 Seasons,Thrillers,A gripping story that unfolds over time.,2026,February,,1.0,Thrillers
s3723,Movie,Wild Heist,Director 189,"Actor 382, Actor 708",United Kingdom,2014-09-25,2013,TV-Y7,119 min,Sci-Fi & Fantasy,A gripping story that unfolds over time.,2014,September,119.0,,Sci-Fi & Fantasy
s3724,Movie,Forgotten Journey,Director 442,"Actor 112, Actor 878",Brazil,2014-06-03,2012,TV-G,89 min,"Dramas, Crime TV Shows",A gripping story that unfolds over time.,2014,June,89.0,,Dramas
s3725,Movie,Golden City,Not Given,"Actor 401, Actor 977",United States,2010-10-25,2008,PG-13,87 min,"Stand-Up Comedy, Children & Family Movies",A gripping story that unfolds over time.,2010,October,87.0,,Stand-Up Comedy
s3726,TV Show,Final Heist,Director 74,"Actor 352, Actor 69",Germany,2015-12-09,2015,PG-13,6 Seasons,Thrillers,A gripping story that unfolds over time.,2015,December,,6.0,Thrillers
s3727,Movie,Final Horizon,Not Given,"Actor 15, Actor 947",Japan,2022-11-22,2022,TV-MA,71 min,Romantic Movies,A gripping story that unfolds over time.,2022,November,71.0,,Romantic Movies
s3728,Movie,Silent Storm,Director 19,"Actor 326, Actor 89",Brazil,2018-01-16,2018,PG-13,98 min,International Movies,A gripping story that unfolds over time.,2018,January,98.0,,International Movies
s3729,Movie,Endless Empire,Director 287,"Actor 454, Actor 280",United States,2002-01-23,2000,TV-G,132 min,Crime TV Shows,A gripping story that unfolds over time.,2002,January,132.0,,Crime TV Shows
s3730,TV Show,Dark City,Director 270,"Actor 680, Actor 356",Turkey,2024-05-13,2023,TV-PG,3 Seasons,"Horror Movies, Dramas",A gripping story that unfolds over time.,2024,May,,3.0,Horror Movies
s3731,TV Show,Forgotten Horizon,Not Given,"Actor 619, Actor 922",Brazil,2025-05-07,2022,R,6 Seasons,"Action & Adventure, Kids' TV",A gripping story that unfolds over time.,2025,May,,6.0,Action & Adventure
s3732,Movie,Forgotten Heist,Not Given,"Actor 281, Actor 31",India,2019-03-05,2017,PG,141 min,Dramas,A gripping story that unfolds over time.,2019,March,141.0,,Dramas
s3733,Movie,Golden Shadows,Director 415,"Actor 549, Actor 255",United Kingdom,2026-04-11,2024,R,91 min,"Crime TV Shows, Thrillers",A gripping story that unfolds over time.,2026,April,91.0,,Crime TV Shows
s3734,Movie,Secret Empire,Not Given,"Actor 388, Actor 334",Germany,2014-08-11,2014,PG-13,70 min,Reality TV,A gripping story that unfolds over time.,2014,August,70.0,,Reality TV
s3735,Movie,Endless Dreams,Director 446,"Actor 158, Actor 906",Brazil,2003-10-23,2002,TV-Y7,75 min,International Movies,A gripping story that unfolds over time.,2003,October,75.0,,International Movies
s3736,Movie,Lost City,Director 4,"Actor 619, Actor 216",United States,2005-06-06,2004,TV-Y7,101 min,"Kids' TV, Anime Series",A gripping story that unfolds over time.,2005,June,101.0,,Kids' TV
s3737,Movie,Hidden City,Director 353,"Actor 116, Actor 365",United States,2026-11-13,2024,R,96 min,"Romantic Movies, Dramas",A gripping story that unfolds over time.,2026,November,96.0,,Romantic Movies
s3738,Movie,Forgotten Empire,Director 411,"Actor 519, Actor 408",United States,2004-10-16,2001,PG-13,92 min,"Stand-Up Comedy, Reality TV",A gripping story that unfolds over time.,2004,October,92.0,,Stand-Up Comedy
s3739,TV Show,Secret Legacy,Not Given,"Actor 129, Actor 179",India,2015-06-21,2012,TV-Y7,7 Seasons,Crime TV Shows,A gripping story that unfolds over time.,2015,June,,7.0,Crime TV Shows
s3740,Movie,Forgotten Empire,Not Given,"Actor 568, Actor 754",United States,2019-02-08,2018,R,156 min,Documentaries,A gripping story that unfolds over time.,2019,February,156.0,,Documentaries
s3741,Movie,Final Empire,Director 235,"Actor 399, Actor 307",United States,2009-05-23,2009,TV-Y7,160 min,International Movies,A gripping story that unfolds over time.,2009,May,160.0,,International Movies
s3742,Movie,Rising Storm,Director 228,"Actor 874, Actor 232",South Korea,2021-09-10,2021,R,168 min,Kids' TV,A gripping story that unfolds over time.,2021,September,168.0,,Kids' TV
s3743,Movie,Rising Signal,Director 498,"Actor 58, Actor 447",United Kingdom,2013-12-27,2010,R,111 min,Children & Family Movies,A gripping story that unfolds over time.,2013,December,111.0,,Children & Family Movies
s3744,Movie,Secret Empire,Director 172,"Actor 416, Actor 726",Canada,2023-02-07,2022,PG,113 min,Documentaries,A gripping story that unfolds over time.,2023,February,113.0,,Documentaries
s3745,TV Show,Secret Signal,Not Given,"Actor 752, Actor 395",Turkey,2006-05-23,2003,TV-G,3 Seasons,"Horror Movies, Documentaries",A gripping story that unfolds over time.,2006,May,,3.0,Horror Movies
s3746,TV Show,Hidden Empire,Director 167,"Actor 307, Actor 774",France,2005-01-13,2002,TV-PG,3 Seasons,Children & Family Movies,A gripping story that unfolds over time.,2005,January,,3.0,Children & Family Movies
s3747,Movie,Golden City,Director 492,"Actor 286, Actor 384",United States,2009-04-08,2007,TV-MA,169 min,Action & Adventure,A gripping story that unfolds over time.,2009,April,169.0,,Action & Adventure
s3748,Movie,Secret Shadows,Director 287,"Actor 859, Actor 365",United States,2014-04-05,2014,R,75 min,Horror Movies,A gripping story that unfolds over time.,2014,April,75.0,,Horror Movies
s3749,Movie,Lost Dreams,Director 289,"Actor 877, Actor 76",United Kingdom,2018-02-27,2018,PG-13,144 min,"Sci-Fi & Fantasy, Horror Movies",A gripping story that unfolds over time.,2018,February,144.0,,Sci-Fi & Fantasy
s3750,Movie,Final Storm,Not Given,"Actor 797, Actor 672",Italy,2010-01-22,2009,TV-PG,87 min,International Movies,A gripping story that unfolds over time.,2010,January,87.0,,International Movies
s3751,TV Show,Endless Storm,Director 37,"Actor 484, Actor 869",United States,2011-08-24,2011,R,3 Seasons,Action & Adventure,A gripping story that unfolds over time.,2011,August,,3.0,Action & Adventure
s3752,Movie,Hidden Dreams,Not Given,"Actor 875, Actor 491",United States,2026-07-12,2025,TV-Y7,137 min,Kids' TV,A gripping story that unfolds over time.,2026,July,137.0,,Kids' TV
s3753,Movie,Final Horizon,Director 301,"Actor 992, Actor 572",India,2008-11-21,2005,PG-13,103 min,"Anime Series, Reality TV",A gripping story that unfolds over time.,2008,November,103.0,,Anime Series
s3754,Movie,Silent Heist,Director 429,"Actor 181, Actor 590",South Korea,2023-09-13,2022,PG,84 min,International Movies,A gripping story that unfolds over time.,2023,September,84.0,,International Movies
s3755,Movie,Final Dreams,Director 133,"Actor 679, Actor 79",United States,2025-03-21,2024,TV-MA,147 min,Comedies,A gripping story that unfolds over time.,2025,March,147.0,,Comedies
s3756,TV Show,Dark Storm,Not Given,"Actor 442, Actor 151",South Korea,2019-04-22,2016,PG,8 Seasons,Documentaries,A gripping story that unfolds over time.,2019,April,,8.0,Documentaries
s3757,Movie,Dark Legacy,Not Given,"Actor 688, Actor 341",Japan,2014-07-23,2012,TV-MA,98 min,Romantic Movies,A gripping story that unfolds over time.,2014,July,98.0,,Romantic Movies
s3758,Movie,Last City,Director 272,"Actor 283, Actor 612",France,2014-05-22,2014,TV-Y7,157 min,Romantic Movies,A gripping story that unfolds over time.,2014,May,157.0,,Romantic Movies
s3759,Movie,Golden Chronicles,Director 152,"Actor 355, Actor 930",Brazil,2014-01-18,2011,PG-13,141 min,Comedies,A gripping story that unfolds over time.,2014,January,141.0,,Comedies
s3760,TV Show,Secret Legacy,Director 178,"Actor 819, Actor 474",Mexico,2018-07-02,2016,PG,2 Seasons,"Documentaries, Thrillers",A gripping story that unfolds over time.,2018,July,,2.0,Documentaries
s3761,Movie,Golden Kingdom,Not Given,"Actor 32, Actor 367",France,2008-05-01,2005,TV-PG,74 min,"International Movies, Documentaries",A gripping story that unfolds over time.,2008,May,74.0,,International Movies
s3762,TV Show,Wild City,Not Given,"Actor 422, Actor 239",Spain,2005-11-13,2004,TV-PG,1 Seasons,Children & Family Movies,A gripping story that unfolds over time.,2005,November,,1.0,Children & Family Movies
s3763,TV Show,Rising Heist,Director 448,"Actor 544, Actor 400",United States,2011-10-13,2011,TV-14,1 Seasons,Horror Movies,A gripping story that unfolds over time.,2011,October,,1.0,Horror Movies
s3764,Movie,Lost Storm,Not Given,"Actor 644, Actor 385",Japan,2010-10-20,2009,TV-14,164 min,Thrillers,A gripping story that unfolds over time.,2010,October,164.0,,Thrillers
s3765,TV Show,Endless Chronicles,Director 188,"Actor 184, Actor 672",Canada,2009-01-12,2007,TV-Y7,3 Seasons,"Stand-Up Comedy, International Movies",A gripping story that unfolds over time.,2009,January,,3.0,Stand-Up Comedy
s3766,TV Show,Endless Chronicles,Director 59,"Actor 889, Actor 732",United States,2011-07-19,2011,TV-14,1 Seasons,"Kids' TV, Horror Movies",A gripping story that unfolds over time.,2011,July,,1.0,Kids' TV
s3767,Movie,Final Storm,Not Given,"Actor 357, Actor 946",India,2013-07-16,2011,TV-14,166 min,"Documentaries, Anime Series",A gripping story that unfolds over time.,2013,July,166.0,,Documentaries
s3768,TV Show,Forgotten Horizon,Director 189,"Actor 920, Actor 10",United States,2008-05-10,2005,R,1 Seasons,Reality TV,A gripping story that unfolds over time.,2008,May,,1.0,Reality TV
s3769,TV Show,Silent Kingdom,Not Given,"Actor 315, Actor 600",Brazil,2021-01-09,2021,TV-PG,8 Seasons,"Stand-Up Comedy, Comedies",A gripping story that unfolds over time.,2021,January,,8.0,Stand-Up Comedy
s3770,Movie,Endless Heist,Not Given,"Actor 333, Actor 992",Germany,2005-08-07,2004,TV-Y7,78 min,Stand-Up Comedy,A gripping story that unfolds over time.,2005,August,78.0,,Stand-Up Comedy
s3771,Movie,Dark Journey,Director 360,"Actor 811, Actor 710",United Kingdom,2009-10-08,2009,TV-14,116 min,"Dramas, Comedies",A gripping story that unfolds over time.,2009,October,116.0,,Dramas
s3772,Movie,Lost City,Director 192,"Actor 455, Actor 611",Mexico,2025-02-24,2025,PG,86 min,Documentaries,A gripping story that unfolds over time.,2025,February,86.0,,Documentaries
s3773,Movie,Last Storm,Director 278,"Actor 87, Actor 92",India,2003-07-08,2003,TV-Y7,154 min,Sci-Fi & Fantasy,A gripping story that unfolds over time.,2003,July,154.0,,Sci-Fi & Fantasy
s3774,TV Show,Hidden Journey,Director 155,"Actor 730, Actor 180",India,2024-10-15,2023,TV-PG,1 Seasons,"Romantic Movies, Stand-Up Comedy",A gripping story that unfolds over time.,2024,October,,1.0,Romantic Movies
s3775,Movie,Hidden Dreams,Director 280,"Actor 206, Actor 822",United Kingdom,2016-10-01,2014,PG,91 min,"Children & Family Movies, Action & Adventure",A gripping story that unfolds over time.,2016,October,91.0,,Children & Family Movies
s3776,Movie,Rising Dreams,Director 449,"Actor 286, Actor 968",India,2010-12-08,2010,TV-14,73 min,"Action & Adventure, Thrillers",A gripping story that unfolds over time.,2010,December,73.0,,Action & Adventure
s3777,TV Show,Last City,Director 483,"Actor 318, Actor 883",South Korea,2019-12-16,2016,TV-Y7,3 Seasons,"Anime Series, Dramas",A gripping story that unfolds over time.,2019,December,,3.0,Anime Series
s3778,Movie,Dark Kingdom,Director 371,"Actor 323, Actor 844",India,2008-11-04,2005,TV-14,151 min,"International Movies, Documentaries",A gripping story that unfolds over time.,2008,November,151.0,,International Movies
s3779,Movie,Broken Dreams,Not Given,"Actor 47, Actor 474",Mexico,2024-04-16,2024,TV-MA,108 min,Thrillers,A gripping story that unfolds over time.,2024,April,108.0,,Thrillers
s3780,Movie,Wild Shadows,Director 143,"Actor 93, Actor 122",South Korea,2020-10-21,2017,R,130 min,"Sci-Fi & Fantasy, Anime Series",A gripping story that unfolds over time.,2020,October,130.0,,Sci-Fi & Fantasy
s3781,Movie,Broken Shadows,Director 307,"Actor 20, Actor 476",United States,2007-10-05,2007,TV-G,139 min,"Reality TV, Kids' TV",A gripping story that unfolds over time.,2007,October,139.0,,Reality TV
s3782,Movie,Rising Dreams,Director 7,"Actor 124, Actor 513",India,2020-04-11,2019,TV-PG,93 min,"Stand-Up Comedy, Horror Movies",A gripping story that unfolds over time.,2020,April,93.0,,Stand-Up Comedy
s3783,Movie,Dark Kingdom,Director 15,"Actor 863, Actor 408",United Kingdom,2023-08-18,2023,R,143 min,International Movies,A gripping story that unfolds over time.,2023,August,143.0,,International Movies
s3784,Movie,Hidden Shadows,Director 247,"Actor 934, Actor 220",Australia,2019-05-07,2019,TV-14,83 min,Romantic Movies,A gripping story that unfolds over time.,2019,May,83.0,,Romantic Movies
s3785,TV Show,Golden Empire,Director 311,"Actor 287, Actor 848",United States,2025-09-07,2022,TV-MA,8 Seasons,Documentaries,A gripping story that unfolds over time.,2025,September,,8.0,Documentaries
s3786,Movie,Golden Journey,Director 207,"Actor 254, Actor 792",Nigeria,2019-02-09,2017,TV-PG,158 min,"Reality TV, Horror Movies",A gripping story that unfolds over time.,2019,February,158.0,,Reality TV
s3787,TV Show,Dark City,Not Given,"Actor 278, Actor 138",United Kingdom,2016-07-14,2013,TV-PG,6 Seasons,Sci-Fi & Fantasy,A gripping story that unfolds over time.,2016,July,,6.0,Sci-Fi & Fantasy
s3788,Movie,Last Dreams,Director 131,"Actor 786, Actor 852",United States,2009-08-20,2007,TV-Y7,167 min,Anime Series,A gripping story that unfolds over time.,2009,August,167.0,,Anime Series
s3789,Movie,Hidden City,Director 108,"Actor 520, Actor 441",India,2012-11-18,2011,TV-Y7,99 min,"Crime TV Shows, Stand-Up Comedy",A gripping story that unfolds over time.,2012,November,99.0,,Crime TV Shows
s3790,TV Show,Secret Signal,Not Given,"Actor 231, Actor 670",Brazil,2005-02-04,2005,PG,6 Seasons,"Romantic Movies, Sci-Fi & Fantasy",A gripping story that unfolds over time.,2005,February,,6.0,Romantic Movies
s3791,Movie,Last City,Director 147,"Actor 389, Actor 281",United States,2004-09-26,2004,PG,98 min,"Reality TV, Children & Family Movies",A gripping story that unfolds over time.,2004,September,98.0,,Reality TV
s3792,Movie,Lost Heist,Director 83,"Actor 976, Actor 818",Spain,2022-06-26,2020,R,95 min,Comedies,A gripping story that unfolds over time.,2022,June,95.0,,Comedies
s3793,TV Show,Broken Chronicles,Director 268,"Actor 156, Actor 768",United States,2008-08-21,2005,TV-G,4 Season,Comedies,A gripping story that unfolds over time.,2008,August,,4.0,Comedies
s3794,Movie,Broken Chronicles,Not Given,"Actor 928, Actor 945",India,2007-07-06,2007,PG-13,154 min,"Comedies, Horror Movies",A gripping story that unfolds over time.,2007,July,154.0,,Comedies
s3795,Movie,Dark Empire,Director 27,"Actor 538, Actor 353",Italy,2016-10-11,2016,PG,167 min,"Sci-Fi & Fantasy, Anime Series",A gripping story that unfolds over time.,2016,October,167.0,,Sci-Fi & Fantasy
s3796,TV Show,Final Dreams,Not Given,"Actor 815, Actor 56",France,2019-03-02,2018,TV-PG,1 Seasons,Horror Movies,A gripping story that unfolds over time.,2019,March,,1.0,Horror Movies
s3797,Movie,Last Shadows,Director 450,"Actor 830, Actor 746",India,2024-02-02,2023,PG-13,101 min,Thrillers,A gripping story that unfolds over time.,2024,February,101.0,,Thrillers
s3798,TV Show,Endless Empire,Director 222,"Actor 955, Actor 449",United States,2021-11-25,2021,TV-14,6 Seasons,Action & Adventure,A gripping story that unfolds over time.,2021,November,,6.0,Action & Adventure
s3799,Movie,Silent Journey,Director 331,"Actor 541, Actor 882",United States,2013-11-07,2010,PG,150 min,Reality TV,A gripping story that unfolds over time.,2013,November,150.0,,Reality TV
s3800,Movie,Secret Horizon,Director 299,"Actor 733, Actor 673",United States,2019-03-05,2018,TV-14,140 min,Anime Series,A gripping story that unfolds over time.,2019,March,140.0,,Anime Series
s3801,Movie,Last Storm,Director 455,"Actor 4, Actor 594",United Kingdom,2023-07-21,2020,TV-Y7,136 min,Comedies,A gripping story that unfolds over time.,2023,July,136.0,,Comedies
s3802,Movie,Final Journey,Not Given,"Actor 279, Actor 230",Australia,2008-02-10,2008,PG,168 min,Romantic Movies,A gripping story that unfolds over time.,2008,February,168.0,,Romantic Movies
s3803,Movie,Rising Heist,Director 89,"Actor 791, Actor 187",India,2007-03-07,2007,PG,144 min,"International Movies, Horror Movies",A gripping story that unfolds over time.,2007,March,144.0,,International Movies
s3804,Movie,Hidden Signal,Not Given,"Actor 686, Actor 541",Spain,2002-07-18,2002,TV-14,144 min,"Stand-Up Comedy, Horror Movies",A gripping story that unfolds over time.,2002,July,144.0,,Stand-Up Comedy
s3805,Movie,Hidden Storm,Director 138,"Actor 860, Actor 993",Turkey,2025-09-11,2023,TV-MA,82 min,International Movies,A gripping story that unfolds over time.,2025,September,82.0,,International Movies
s3806,Movie,Rising City,Not Given,"Actor 485, Actor 570",United States,2005-09-07,2002,TV-MA,118 min,Comedies,A gripping story that unfolds over time.,2005,September,118.0,,Comedies
s3807,Movie,Dark Shadows,Director 119,"Actor 354, Actor 210",Turkey,2021-09-09,2019,TV-14,150 min,"International Movies, Kids' TV",A gripping story that unfolds over time.,2021,September,150.0,,International Movies
s3808,Movie,Endless Heist,Director 292,"Actor 770, Actor 480",South Korea,2020-01-24,2018,TV-14,125 min,Romantic Movies,A gripping story that unfolds over time.,2020,January,125.0,,Romantic Movies
s3809,Movie,Rising City,Director 118,"Actor 440, Actor 996",France,2018-06-17,2015,PG,163 min,"Stand-Up Comedy, Romantic Movies",A gripping story that unfolds over time.,2018,June,163.0,,Stand-Up Comedy
s3810,Movie,Forgotten Storm,Director 210,"Actor 674, Actor 369",Japan,2003-02-16,2003,PG,127 min,Children & Family Movies,A gripping story that unfolds over time.,2003,February,127.0,,Children & Family Movies
